Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,102.010002,110.389999,101.949997,108.480003,105.653465,513800
2019-06-17,110.099998,118.255997,108.669998,115.889999,112.870384,682500
2019-06-18,120.110001,125.669998,118.100998,119.599998,116.483727,1068800
2019-06-19,120.400002,125.309998,116.180000,125.309998,122.044952,670300
2019-06-20,129.899994,137.779999,128.399994,134.710007,131.200027,886000
2019-06-21,133.399994,133.494995,116.500000,117.519997,114.457916,1622900
2019-06-24,122.000000,125.830002,115.889999,124.389999,121.148911,654100
2019-06-25,126.500000,131.649994,124.510002,130.970001,127.557472,417000
2019-06-26,132.470001,134.779007,118.441002,125.209999,121.947548,736500
2019-06-27,125.139999,126.275002,118.014999,119.690002,117.132675,473700
2019-06-28,120.000000,124.400002,119.699997,123.559998,120.919983,669500
2019-07-01,124.709999,126.500000,123.400002,125.019997,122.348793,285300
2019-07-02,125.000000,125.300003,119.339996,120.519997,117.944939,329800
2019-07-03,119.879997,128.679993,119.800003,128.679993,125.930588,291700
2019-07-05,128.000000,130.837997,123.309998,130.160004,127.378983,412600
2019-07-08,130.160004,130.901993,123.070000,124.620003,121.957344,482700
2019-07-09,124.000000,133.419998,123.699997,132.289993,129.463455,423900
2019-07-10,133.770004,137.229996,130.860001,132.309998,129.483032,454500
2019-07-11,132.789993,139.529999,132.309998,137.619995,134.679565,443500
2019-07-12,127.099998,127.750000,122.419998,126.080002,123.386147,2981900
2019-07-15,126.010002,128.000000,124.372002,127.419998,124.697517,887400
2019-07-16,127.000000,129.949997,127.000000,128.470001,125.725082,575000
2019-07-17,129.000000,130.500000,125.000000,125.680000,122.994690,458900
2019-07-18,125.110001,126.930000,123.309998,123.599998,120.959137,420200
2019-07-19,124.000000,125.599998,122.519997,123.320000,120.685120,346300
2019-07-22,123.500000,123.842003,110.050003,113.150002,110.732414,1312200
2019-07-23,112.480003,113.059998,98.690002,102.980003,100.779709,1827800
2019-07-24,101.800003,107.820000,98.500000,104.919998,102.678253,808900
2019-07-25,105.599998,109.730003,104.620003,105.389999,103.138214,508200
2019-07-26,107.650002,109.480003,106.500000,107.730003,105.428223,373500
2019-07-29,109.000000,110.521004,105.500000,106.949997,104.664886,409700
2019-07-30,106.050003,109.750000,106.000000,108.900002,106.573219,291000
2019-07-31,109.000000,110.000000,103.879997,105.669998,103.412224,401000
2019-08-01,105.459999,106.879997,101.209999,101.839996,99.664063,456800
2019-08-02,101.699997,104.129997,99.000000,102.709999,100.515472,342200
2019-08-05,100.849998,101.080002,97.279999,98.970001,96.855392,403200
2019-08-06,100.040001,103.500000,100.000000,103.440002,101.229881,386100
2019-08-07,103.760002,107.678001,101.599998,105.959999,103.696037,512500
2019-08-08,107.580002,109.800003,103.440002,104.000000,101.777916,464600
2019-08-09,103.500000,105.889999,101.739998,102.500000,100.309959,280400
2019-08-12,102.699997,102.900002,99.309998,99.610001,97.481712,319300
2019-08-13,99.879997,107.690002,99.629997,107.410004,105.115059,530400
2019-08-14,106.010002,107.900002,103.050003,103.300003,101.092873,349800
2019-08-15,103.000000,106.070000,101.690002,102.559998,100.368675,340000
2019-08-16,103.559998,106.239998,103.000000,106.099998,103.833038,284500
2019-08-19,108.110001,110.919998,107.309998,110.199997,107.845436,291500
2019-08-20,110.550003,115.820000,110.500000,112.739998,110.331169,481100
2019-08-21,113.290001,115.599998,111.029999,112.690002,110.282242,396400
2019-08-22,112.730003,113.328003,105.480003,106.339996,104.067917,410300
2019-08-23,105.650002,107.860001,101.220001,101.500000,99.331329,383000
2019-08-26,103.349998,104.580002,100.410004,102.669998,100.476334,274600
2019-08-27,103.430000,103.989998,100.779999,101.059998,98.900734,243400
2019-08-28,100.300003,102.900002,99.279999,102.370003,100.182747,278700
2019-08-29,103.260002,103.580002,101.580002,101.660004,99.487915,189200
2019-08-30,101.599998,102.033997,88.000000,89.160004,87.254997,1236300
2019-09-03,89.019997,92.730003,88.252998,90.790001,88.850166,459900
2019-09-04,92.500000,92.617996,83.769997,85.150002,83.330666,1056800
2019-09-05,84.820000,89.599998,83.010002,88.250000,86.364433,864100
2019-09-06,88.769997,90.320000,82.150002,83.300003,81.520195,996300
2019-09-09,83.500000,86.860001,83.349998,86.040001,84.201653,514600
2019-09-10,85.269997,86.550003,82.760002,85.900002,84.064644,397700
2019-09-11,85.300003,91.199997,84.664001,90.870003,88.928459,415000
2019-09-12,91.900002,92.900002,87.760002,88.389999,86.501442,424600
2019-09-13,91.000000,94.669998,90.110001,91.330002,89.378624,449300
2019-09-16,91.500000,94.900002,91.070000,91.070000,89.124184,412100
2019-09-17,91.050003,95.650002,91.050003,94.930000,92.901703,332800
2019-09-18,95.000000,95.629997,93.050003,95.400002,93.361671,226900
2019-09-19,95.400002,98.801003,94.419998,97.339996,95.260216,332900
2019-09-20,98.290001,98.824997,92.610001,95.209999,93.175720,1141900
2019-09-23,93.730003,96.739998,93.500000,95.529999,93.488884,217700
2019-09-24,95.650002,96.094002,86.183998,89.790001,87.871529,531600
2019-09-25,88.870003,91.989998,88.790001,91.389999,89.437340,212400
2019-09-26,91.769997,95.750000,91.650002,95.099998,93.068077,284500
2019-09-27,94.830002,96.754997,94.260002,95.739998,94.469223,342200
2019-09-30,96.000000,96.499001,90.570000,92.370003,91.143959,361100
2019-10-01,91.449997,92.052002,88.110001,88.570000,87.394394,357600
2019-10-02,87.559998,91.169998,86.720001,90.769997,89.565193,373800
2019-10-03,90.790001,92.120003,87.514999,89.919998,88.726471,289600
2019-10-04,90.000000,91.825996,89.150002,91.279999,90.068420,174900
2019-10-07,90.779999,92.829002,89.180000,89.379997,88.193642,225300
2019-10-08,88.660004,89.330002,84.699997,86.459999,85.312401,790000
2019-10-09,86.639999,88.690002,85.800003,86.150002,85.006516,287600
2019-10-10,85.809998,86.150002,76.900002,76.959999,75.938492,1068200
2019-10-11,77.760002,80.099998,75.760002,78.769997,77.724472,650700
2019-10-14,78.419998,80.050003,75.857002,77.809998,76.777214,288500
2019-10-15,78.059998,80.400002,77.199997,78.209999,77.171906,436900
2019-10-16,78.000000,79.360001,76.120003,77.000000,75.977966,238900
2019-10-17,77.459999,79.080002,76.500000,76.529999,75.514206,256500
2019-10-18,76.080002,76.629997,71.139999,72.540001,71.577164,614000
2019-10-21,72.470001,73.989998,70.570000,73.599998,72.623093,460900
2019-10-22,75.050003,75.168999,71.110001,72.120003,71.162743,245100
2019-10-23,72.120003,73.500000,71.220001,71.540001,70.590439,191700
2019-10-24,71.589996,73.357002,69.550003,72.500000,71.537697,326700
2019-10-25,72.199997,72.580002,70.660004,71.849998,70.896324,259400
2019-10-28,71.949997,72.330002,66.610001,67.690002,66.791542,603700
2019-10-29,67.360001,70.858002,67.070000,69.050003,68.133492,378700
2019-10-30,70.790001,73.675003,70.000000,72.639999,71.675835,443200
2019-10-31,73.589996,77.035004,72.643997,76.000000,74.991241,615600
2019-11-01,78.400002,78.800003,73.489998,75.540001,74.537346,433300
2019-11-04,76.099998,77.750000,75.660004,75.889999,74.882698,376300
2019-11-05,76.250000,78.879997,75.750000,77.129997,76.106239,345500
2019-11-06,77.150002,78.120003,72.300003,72.599998,71.636368,563400
2019-11-07,78.839996,82.500000,75.239998,79.830002,78.770401,761700
2019-11-08,81.449997,86.570000,81.040001,85.220001,84.088860,528200
2019-11-11,85.160004,85.300003,79.795998,81.639999,80.556374,457500
2019-11-12,82.290001,82.599998,79.660004,80.029999,78.967743,266100
2019-11-13,80.010002,82.470001,78.550003,81.980003,80.891869,695700
2019-11-14,81.120003,84.360001,80.629997,82.550003,81.454300,786300
2019-11-15,83.220001,86.181000,81.750000,85.480003,84.345413,474100
2019-11-18,86.000000,87.199997,82.400002,82.839996,81.740448,342100
2019-11-19,83.000000,83.824997,81.769997,82.750000,81.651642,273100
2019-11-20,82.320000,82.750000,79.309998,80.000000,78.938148,383900
2019-11-21,79.900002,80.500000,78.910004,79.849998,78.790138,300800
2019-11-22,80.500000,80.750000,77.250000,77.930000,76.895622,299200
2019-11-25,78.029999,79.599998,77.699997,77.970001,76.935089,215500
2019-11-26,77.769997,78.500000,76.070000,78.029999,76.994293,308500
2019-11-27,78.139999,78.769997,76.101997,77.040001,76.017433,277400
2019-11-29,76.839996,79.260002,76.660004,77.410004,76.382530,187900
2019-12-02,77.559998,78.099998,76.139999,77.500000,76.471329,290300
2019-12-03,77.220001,78.139999,76.738998,78.089996,77.053497,283300
2019-12-04,77.230003,78.063004,76.199997,76.320000,75.306992,268300
2019-12-05,76.500000,76.870003,71.050003,72.540001,71.577164,611800
2019-12-06,72.550003,74.690002,71.267998,73.089996,72.119858,443700
2019-12-09,73.440002,74.099998,72.250000,72.820000,71.853447,280200
2019-12-10,74.769997,75.400002,73.410004,74.099998,73.116455,395100
2019-12-11,74.099998,74.199997,72.660004,73.419998,72.445480,356900
2019-12-12,74.000000,74.190002,72.459999,73.650002,72.672432,305600
2019-12-13,73.639999,74.250000,72.309998,74.010002,73.027657,354300
2019-12-16,74.050003,74.500000,73.625000,74.000000,73.017784,406300
2019-12-17,74.010002,74.050003,71.309998,73.430000,72.455353,486100
2019-12-18,74.000000,74.250000,73.150002,74.000000,73.017784,329100
2019-12-19,73.690002,74.139999,72.050003,73.809998,72.830307,466800
2019-12-20,73.809998,74.041000,69.610001,70.970001,70.028000,984400
2019-12-23,71.099998,75.879997,70.959999,75.260002,74.261063,463500
2019-12-24,75.459999,76.269997,74.070000,76.000000,74.991241,219200
2019-12-26,77.059998,79.690002,76.500000,78.349998,77.310043,526000
2019-12-27,78.949997,79.230003,74.360001,75.339996,74.339996,426700
2019-12-30,74.750000,74.750000,73.000000,73.440002,73.440002,353400
2019-12-31,73.250000,78.089996,73.250000,75.870003,75.870003,525100
2020-01-02,77.550003,78.419998,73.007004,73.629997,73.629997,618400
2020-01-03,72.360001,75.290001,71.900002,75.110001,75.110001,306000
2020-01-06,74.680000,78.080002,74.120003,77.529999,77.529999,433400
2020-01-07,77.809998,77.980003,75.720001,76.330002,76.330002,277400
2020-01-08,76.300003,77.650002,76.096001,77.019997,77.019997,327100
2020-01-09,77.559998,79.050003,76.510002,78.459999,78.459999,384000
2020-01-10,79.000000,80.519997,78.690002,80.300003,80.300003,403000
2020-01-13,80.699997,83.879997,80.690002,83.650002,83.650002,519200
2020-01-14,84.000000,84.889999,82.139999,84.330002,84.330002,337900
2020-01-15,85.000000,85.000000,80.518997,82.720001,82.720001,1443400
2020-01-16,82.720001,84.690002,82.269997,83.000000,83.000000,318100
2020-01-17,83.940002,84.410004,82.199997,82.500000,82.500000,411300
2020-01-21,83.040001,83.610001,80.820000,81.519997,81.519997,295200
2020-01-22,81.519997,82.349998,81.330002,81.680000,81.680000,214800
2020-01-23,81.330002,84.309998,79.330002,79.449997,79.449997,571500
2020-01-24,78.000000,80.830002,76.559998,80.760002,80.760002,2314700
2020-01-27,79.930000,85.169998,79.239998,84.970001,84.970001,879000
2020-01-28,86.360001,92.540001,86.250000,92.400002,92.400002,1425000
2020-01-29,93.000000,94.879997,90.763000,94.089996,94.089996,568600
2020-01-30,94.019997,95.255997,92.940002,93.489998,93.489998,512800
2020-01-31,93.500000,93.753998,88.919998,89.500000,89.500000,760700
2020-02-03,90.570000,93.739998,90.570000,92.410004,92.410004,457900
2020-02-04,93.570000,94.980003,92.010002,94.980003,94.980003,370800
2020-02-05,95.000000,95.750000,94.239998,95.180000,95.180000,294300
2020-02-06,95.599998,96.250000,94.839996,95.220001,95.220001,217100
2020-02-07,95.220001,95.830002,91.500000,92.519997,92.519997,672000
2020-02-10,93.000000,93.290001,90.760002,92.059998,92.059998,199300
2020-02-11,92.540001,92.989998,91.094002,92.580002,92.580002,358300
2020-02-12,92.919998,92.919998,91.099998,92.849998,92.849998,256100
2020-02-13,93.160004,95.470001,92.220001,94.440002,94.440002,285100
2020-02-14,95.000000,99.150002,95.000000,98.959999,98.959999,377800
2020-02-18,100.000000,104.360001,99.800003,102.309998,102.309998,564100
2020-02-19,102.320000,105.900002,100.599998,105.820000,105.820000,468100
2020-02-20,105.980003,108.230003,104.519997,107.000000,107.000000,467400
2020-02-21,106.980003,107.320000,103.339996,105.580002,105.580002,332800
2020-02-24,101.139999,104.213997,100.010002,102.290001,102.290001,477500
2020-02-25,102.470001,103.290001,94.309998,96.540001,96.540001,762700
2020-02-26,95.680000,99.783997,94.730003,96.120003,96.120003,440000
2020-02-27,96.510002,101.352997,93.190002,94.980003,94.980003,883200
2020-02-28,88.750000,92.360001,86.500000,91.940002,91.940002,939700
2020-03-02,92.650002,97.959999,89.160004,97.949997,97.949997,612500
2020-03-03,98.180000,101.000000,92.150002,95.449997,95.449997,445600
2020-03-04,97.459999,99.489998,96.160004,98.129997,98.129997,372700
2020-03-05,95.760002,97.970001,94.250000,96.150002,96.150002,385000
2020-03-06,93.150002,94.349998,90.169998,93.750000,93.750000,503400
2020-03-09,85.680000,87.275002,79.500000,83.139999,83.139999,590900
2020-03-10,86.500000,87.029999,84.279999,85.831497,85.831497,59195
